"","X","tile_count","solar_system_count","total_panel_area","fips","average_household_income","county","education_bachelor","education_college","education_doctoral","education_high_school_graduate","education_less_than_high_school","education_master","education_population","education_professional_school","employed","gini_index","heating_fuel_coal_coke","heating_fuel_electricity","heating_fuel_fuel_oil_kerosene","heating_fuel_gas","heating_fuel_housing_unit_count","heating_fuel_none","heating_fuel_other","heating_fuel_solar","land_area","per_capita_income","population","population_density","poverty_family_below_poverty_level","poverty_family_count","race_asian","race_black_africa","race_indian_alaska","race_islander","race_other","race_two_more","race_white","state","total_area","unemployed","water_area","education_less_than_high_school_rate","education_high_school_graduate_rate","education_college_rate","education_bachelor_rate","education_master_rate","education_professional_school_rate","education_doctoral_rate","race_white_rate","race_black_africa_rate","race_indian_alaska_rate","race_asian_rate","race_islander_rate","race_other_rate","race_two_more_rate","employ_rate","poverty_family_below_poverty_level_rate","heating_fuel_gas_rate","heating_fuel_electricity_rate","heating_fuel_fuel_oil_kerosene_rate","heating_fuel_coal_coke_rate","heating_fuel_solar_rate","heating_fuel_other_rate","heating_fuel_none_rate","solar_panel_area_divided_by_area","solar_panel_area_per_capita","tile_count_residential","tile_count_nonresidential","solar_system_count_residential","solar_system_count_nonresidential","total_panel_area_residential","total_panel_area_nonresidential","median_household_income","electricity_price_residential","electricity_price_commercial","electricity_price_industrial","electricity_price_transportation","electricity_price_overall","electricity_consume_residential","electricity_consume_commercial","electricity_consume_industrial","electricity_consume_total","household_count","average_household_size","housing_unit_count","housing_unit_occupied_count","housing_unit_median_value","housing_unit_median_gross_rent","lat","lon","elevation","heating_design_temperature","cooling_design_temperature","earth_temperature_amplitude","frost_days","air_temperature","relative_humidity","daily_solar_radiation","atmospheric_pressure","wind_speed","earth_temperature","heating_degree_days","cooling_degree_days","age_18_24_rate","age_25_34_rate","age_more_than_85_rate","age_75_84_rate","age_35_44_rate","age_45_54_rate","age_65_74_rate","age_55_64_rate","age_10_14_rate","age_15_17_rate","age_5_9_rate","household_type_family_rate","dropout_16_19_inschool_rate","occupation_construction_rate","occupation_public_rate","occupation_information_rate","occupation_finance_rate","occupation_education_rate","occupation_administrative_rate","occupation_manufacturing_rate","occupation_wholesale_rate","occupation_retail_rate","occupation_transportation_rate","occupation_arts_rate","occupation_agriculture_rate","occupancy_vacant_rate","occupancy_owner_rate","mortgage_with_rate","transportation_home_rate","transportation_car_alone_rate","transportation_walk_rate","transportation_carpool_rate","transportation_motorcycle_rate","transportation_bicycle_rate","transportation_public_rate","travel_time_less_than_10_rate","travel_time_10_19_rate","travel_time_20_29_rate","travel_time_30_39_rate","travel_time_40_59_rate","travel_time_60_89_rate","health_insurance_public_rate","health_insurance_none_rate","age_median","travel_time_average","voting_2016_dem_percentage","voting_2016_gop_percentage","voting_2016_dem_win","voting_2012_dem_percentage","voting_2012_gop_percentage","voting_2012_dem_win","number_of_years_of_education","diversity","number_of_solar_system_per_household","incentive_count_residential","incentive_count_nonresidential","incentive_residential_state_level","incentive_nonresidential_state_level","net_metering","feedin_tariff","cooperate_tax","property_tax","sales_tax","rebate","avg_electricity_retail_rate"
"811",49278,8,6,433.059042003,51540000700,110335.616438,"Charlottesville city",617,243,286,199,32,554,2149,218,1869,0.5686,9,463,34,954,1460,0,0,0,1.48217,40898,4166,2810.743,34,650,436,131,0,0,10,116,3473,"va",1.48217,104,0,0.0148906468125,0.0926012098651,0.113075849232,0.287110283853,0.257794322941,0.10144253141,0.133085155886,0.833653384542,0.031445031205,0,0.104656745079,0,0.00240038406145,0.0278444551128,0.94728839331,0.0523076923077,0.653424657534,0.317123287671,0.0232876712329,0.00616438356164,0,0,0,35.8242215616,0.0127454600269,4,4,4,2,53.0975864719,379.961455531,67500,11.37,8.21,6.95,8.11,9.31,1149,9405,393492,404046,1460,2.2,1792,1460,595700,1007,38.047,-78.498,324,-5.48,29.09,19,88,12,0.654,3.88,98,3.4,12,2701,1993,0.356457033125,0.15194431109,0.0124819971195,0.018242918867,0.0991358617379,0.0998559769563,0.0552088334133,0.0789726356217,0.0355256841095,0.0261641862698,0.0386461833893,0.445205479452,1,0.0385232744783,0.0465489566613,0.0208667736758,0.0492241840556,0.446227929374,0.18887105404,0.0379882289995,0,0.0256821829856,0.00481540930979,0.0947030497592,0.00535045478866,0.185267857143,0.347098214286,0.673633440514,0.0553145336226,0.61442516269,0.158351409978,0.0477223427332,0.0103036876356,0.045010845987,0.0688720173536,0.218140068886,0.525258323766,0.142939150402,0.0493685419059,0.0206659012629,0.0246842709529,0.102657004831,0.0712560386473,25.4,17,0.80433118725,0.132862095358,"True",0.758,0.224,"True",16.9725453699,0.29229913464,0.0027397260274,19,16,8,13,17,0,0,40,0,0,9.12
"812",50268,0,0,0,51157950100,87703.8613081,"Rappahannock County",306,488,74,634,339,277,2167,49,1472,0.4837,297,469,170,317,1269,0,16,0,102.8669,38655,2838,27.58906,66,929,0,170,1,0,2,38,2627,"va",103.1178,32,0.2509703,0.156437471158,0.292570373789,0.225196123673,0.141209044762,0.127826488233,0.0226119058606,0.0341485925242,0.925651867512,0.0599013389711,0.000352360817477,0,0,0.000704721634954,0.0133897110641,0.978723404255,0.0710441334769,0.249802994484,0.369582348306,0.133963750985,0.234042553191,0,0.0126083530339,0,0,0,0,0,0,0,0,0,55262,11.37,8.21,6.95,8.11,9.31,1149,9405,393492,404046,1269,2.22,1535,1269,281200,973,38.757,-78.176,324,-5.48,29.09,19,88,12,0.654,3.88,98,3.4,12,2701,1993,0.0634249471459,0.0859760394644,0.023608174771,0.046511627907,0.138125440451,0.166314305849,0.132840028189,0.170190274841,0.0486257928118,0.023608174771,0.046511627907,0.73207249803,1,0.0883152173913,0.138586956522,0.0278532608696,0.0373641304348,0.222826086957,0.100543478261,0.0115489130435,0.0169836956522,0.143342391304,0.0407608695652,0.0720108695652,0.0183423913043,0.17328990228,0.640390879479,0.616480162767,0.0551924473493,0.689179375454,0.0145243282498,0.206245461147,0,0,0.0268700072622,0.0876249039201,0.205226748655,0.177555726364,0.136817832437,0.174481168332,0.109915449654,0.269858156028,0.118794326241,47.7,37,0.391764176418,0.569756975698,"False",0.455,0.533,"False",13.6672819566,0.139400544608,0,19,16,8,13,17,0,0,40,0,0,9.12
"813",50269,0,0,0,51157950200,82743.8622754,"Rappahannock County",814,962,94,809,422,285,3461,75,2098,0.4581,271,775,359,594,2004,0,5,0,163.3602,35276,4593,28.11578,63,1347,60,141,9,0,21,124,4238,"va",163.908,75,0.5477296,0.121930078012,0.233747471829,0.277954348454,0.235192141,0.0823461427333,0.0216700375614,0.0271597804103,0.92270846941,0.0306988896146,0.00195950359242,0.0130633572828,0,0.00457217504899,0.0269976050512,0.965485503912,0.0467706013363,0.296407185629,0.386726546906,0.179141716567,0.135229540918,0,0.00249500998004,0,0,0,0,0,0,0,0,0,60308,11.37,8.21,6.95,8.11,9.31,1149,9405,393492,404046,2004,2.29,2401,2004,396800,1078,38.649,-78.137,324,-5.48,29.09,19,88,12,0.654,3.88,98,3.4,12,2701,1993,0.0553015458306,0.0753320269976,0.00783801436969,0.0851295449597,0.12148922273,0.140213368169,0.147615937296,0.175919878075,0.0548661005879,0.0422381885478,0.0500762029175,0.672155688623,1,0.117731172545,0.0643469971401,0.0209723546235,0.0600571973308,0.170638703527,0.178741658723,0.0195424213537,0.0104861773117,0.167302192564,0.0243088655863,0.0657769304099,0.0386081982841,0.165347771762,0.628488129946,0.497680583168,0.125420470927,0.728976453628,0.0374819798174,0.0908217203268,0,0,0.013455069678,0.133516483516,0.198351648352,0.160989010989,0.126373626374,0.106043956044,0.140659340659,0.342913128674,0.185499673416,49.5,38,0.391764176418,0.569756975698,"False",0.455,0.533,"False",13.942502167,0.146742392234,0,19,16,8,13,17,0,0,40,0,0,9.12
"814",50787,1,1,28.0821763289,51065020102,78484.9459531,"Fluvanna County",1693,2042,174,1427,179,1044,6681,122,4468,0.3427,35,3344,87,308,3793,0,19,0,8.518021,31928,9287,1090.277,37,2740,156,405,0,0,59,300,8367,"va",9.129076,156,0.6110553,0.0267923963479,0.213590779823,0.305642867834,0.253405178865,0.15626403233,0.0182607394103,0.0260440053884,0.900936793367,0.0436093463982,0,0.0167976741682,0,0.00635296651233,0.0323032195542,0.966262975779,0.013503649635,0.0812022146059,0.881624044292,0.0229369891906,0.00922752438703,0,0.00500922752439,0,3.07612471721,0.00302381569171,1,0,1,0,28.0821763289,0,72031,11.37,8.21,6.95,8.11,9.31,1149,9405,393492,404046,3793,2.45,4021,3793,220200,1401,37.92,-78.331,232,-4.52,29.91,18.73,74,13.5,0.645,4.1,99.1,3.5,13.4,2319,2275,0.045870571767,0.11521481641,0.01884354474,0.0662216000861,0.140949714655,0.13330461936,0.129643587811,0.11521481641,0.0558845698288,0.0361796059007,0.080650371487,0.722383337727,1,0.0470008952551,0.0402864816473,0.00514771709937,0.063339301701,0.328334825425,0.177931960609,0.0501342882722,0.00850492390331,0.134512085944,0.0373769024172,0.0787824529991,0,0.0567023128575,0.792340213877,0.695856873823,0.0539932508436,0.824521934758,0.00179977502812,0.117660292463,0,0,0,0.0328180737218,0.140071343639,0.206183115339,0.314387633769,0.202140309156,0.0827586206897,0.245396791214,0.0481317971358,41.6,34,0.42625259413,0.520160094871,"False",0.463,0.525,"False",14.8540637629,0.18504509923,0.000263643553915,19,16,8,13,17,0,0,40,0,0,9.12
"815",50788,0,0,0,51065020200,61418.0820611,"Fluvanna County",712,1159,35,1067,378,172,3562,39,2730,0.3585,304,1134,245,392,2096,21,0,0,132.9186,23843,5447,40.97997,156,1462,0,1503,0,0,1,192,3751,"va",134.2962,163,1.377561,0.106120157215,0.299550814149,0.325379000561,0.199887703537,0.0482874789444,0.0109489051095,0.00982594048287,0.688635946393,0.275931705526,0,0,0,0.000183587295759,0.0352487607858,0.943657103353,0.106703146375,0.187022900763,0.541030534351,0.116889312977,0.145038167939,0,0,0.0100190839695,0,0,0,0,0,0,0,0,57150,11.37,8.21,6.95,8.11,9.31,1149,9405,393492,404046,2096,2.57,2404,2096,182800,1120,37.822,-78.195,232,-4.52,29.91,18.73,74,13.5,0.645,4.1,99.1,3.5,13.4,2319,2275,0.139709932073,0.0572792362768,0.0231319992657,0.0464475858271,0.13291720213,0.164310629704,0.100973012668,0.128878281623,0.0615017440793,0.0367174591518,0.0616853313751,0.697519083969,0.749347258486,0.110622710623,0.052380952381,0.0106227106227,0.092673992674,0.299267399267,0.139194139194,0.0252747252747,0.00805860805861,0.0912087912088,0.0410256410256,0.101831501832,0.00586080586081,0.128119800333,0.69925124792,0.658536585366,0.0550284629981,0.718785578748,0.00379506641366,0.208728652751,0,0,0.00569259962049,0.0293172690763,0.200401606426,0.2,0.19156626506,0.23453815261,0.0935742971888,0.278431372549,0.149953314659,42.8,35,0.42625259413,0.520160094871,"False",0.463,0.525,"False",13.5025266704,0.44839971838,0,19,16,8,13,17,0,0,40,0,0,9.12
"816",50789,0,0,0,51065020101,88447.6115486,"Fluvanna County",703,1157,53,1413,940,285,4632,81,2454,0.4234,97,1327,120,329,1905,25,7,0,43.22669,27197,6436,148.8895,118,1483,31,1200,6,0,347,82,4770,"va",43.7027,224,0.4760064,0.202936096718,0.305051813472,0.249784110535,0.15177029361,0.0615284974093,0.0174870466321,0.0114421416235,0.741143567433,0.186451211933,0.000932256059664,0.00481665630827,0,0.0539154754506,0.0127408328154,0.916355489171,0.0795684423466,0.172703412073,0.696587926509,0.0629921259843,0.0509186351706,0,0.00367454068241,0.0131233595801,0,0,0,0,0,0,0,0,71823,11.37,8.21,6.95,8.11,9.31,1149,9405,393492,404046,1905,2.74,2002,1905,275800,1209,37.931,-78.272,232,-4.52,29.91,18.73,74,13.5,0.645,4.1,99.1,3.5,13.4,2319,2275,0.0724052206339,0.155531385954,0.0197327532629,0.0346488502175,0.164387818521,0.16594157862,0.0579552517091,0.121504039776,0.0596643878185,0.036047234307,0.0431945307644,0.778477690289,1,0.0733496332518,0.0741646291769,0.0285248573757,0.103504482478,0.265688671557,0.079869600652,0.0594947025265,0.0211898940505,0.119396903015,0.0248573757131,0.0684596577017,0.0220048899756,0.0484515484515,0.775224775225,0.745489690722,0.0673316708229,0.816708229426,0.00207813798836,0.110141313383,0,0,0,0.0606060606061,0.123440285205,0.290998217469,0.302139037433,0.180926916221,0.041889483066,0.245022970904,0.0601071975498,37.7,28,0.42625259413,0.520160094871,"False",0.463,0.525,"False",12.9244386874,0.412848881428,0,19,16,8,13,17,0,0,40,0,0,9.12
"817",50790,0,0,0,51065020300,68062.9947544,"Fluvanna County",390,940,22,1336,593,210,3567,76,2424,0.42,209,1493,136,259,2097,0,0,0,101.3419,29806,4844,47.79858,86,1569,0,640,0,0,48,130,4026,"va",103.0207,117,1.678751,0.16624614522,0.3745444351,0.263526773199,0.109335576114,0.0588730025231,0.0213064199608,0.00616764788338,0.831131296449,0.132122213047,0,0,0,0.00990916597853,0.0268373245252,0.953955135773,0.0548119821542,0.12350977587,0.71196948021,0.0648545541249,0.0996661897949,0,0,0,0,0,0,0,0,0,0,0,50990,11.37,8.21,6.95,8.11,9.31,1149,9405,393492,404046,2097,2.31,2169,2097,206300,930,37.824,-78.38,232,-4.52,29.91,18.73,74,13.5,0.645,4.1,99.1,3.5,13.4,2319,2275,0.0699834847234,0.114781172585,0.0132122213047,0.0423203963666,0.105904211396,0.139141205615,0.126341866226,0.194673823287,0.0414946325351,0.0297274979356,0.0937241948803,0.748211731044,1,0.111386138614,0.0672442244224,0.0140264026403,0.0775577557756,0.256600660066,0.106848184818,0.0400165016502,0.046204620462,0.190181518152,0.0350660066007,0.00288778877888,0.0379537953795,0.0331950207469,0.786076532964,0.691495601173,0.0906026127265,0.774546986936,0,0.134850400337,0,0,0,0.0227062094532,0.153382761816,0.167284522706,0.245134383689,0.285449490269,0.097312326228,0.298926507019,0.118909991742,47.4,36,0.42625259413,0.520160094871,"False",0.463,0.525,"False",12.8999158957,0.290946055324,0,19,16,8,13,17,0,0,40,0,0,9.12
"818",50801,4,3,66.8571321496,51680000202,50106.7917448,"Lynchburg city",737,965,61,940,578,452,3842,109,2633,0.4924,22,2076,269,291,2665,0,0,7,3.694242,22675,6007,1626.044,290,1485,120,1996,50,0,0,123,3718,"va",3.725922,323,0.03167968,0.150442477876,0.244664237376,0.251171264966,0.191827173347,0.117647058824,0.0283706402915,0.0158771473191,0.618944564675,0.332279007824,0.00832362244049,0.0199766938572,0,0,0.0204761112036,0.890730717185,0.195286195286,0.109193245779,0.778986866792,0.100938086304,0.00825515947467,0.00262664165103,0,0,17.9437820087,0.0111298705093,4,0,3,0,66.8571321496,0,38892,11.37,8.21,6.95,8.11,9.31,1149,9405,393492,404046,2665,2.24,3163,2665,143400,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0993840519394,0.189612119194,0.0179790244714,0.0552688530048,0.0867321458299,0.0990511070418,0.0782420509406,0.112701847844,0.0870650907275,0.0556017979024,0.0511070417846,0.55722326454,0.915254237288,0.0284846183061,0.0288644132169,0.0277250284846,0.0455753892898,0.311811621724,0.0934295480441,0.124192935815,0.0284846183061,0.127611090011,0.0144322066084,0.122673756172,0,0.157445463168,0.43218463484,0.601316752012,0.0247430529121,0.817662733156,0.0156071564522,0.100114198706,0,0,0.0357822611344,0.205698672912,0.557767369243,0.142076502732,0.0417642466823,0.00741608118657,0.0167837626854,0.400702106319,0.140086927449,32.1,16,0.41831452092,0.508614105067,"False",0.439,0.545,"False",13.7719937533,0.505610664701,0.00112570356473,19,16,8,13,17,0,0,40,0,0,9.12
"819",50802,0,0,0,51680000203,32036,"Lynchburg city",16,63,0,12,21,10,122,0,709,0.4766,0,45,0,30,75,0,0,0,0.2644622,7710,2097,7929.299,23,53,68,243,36,3,0,80,1667,"va",0.297994,74,0.03353181,0.172131147541,0.0983606557377,0.516393442623,0.131147540984,0.0819672131148,0,0,0.794945159752,0.115879828326,0.0171673819742,0.0324272770625,0.00143061516452,0,0.0381497377206,0.905491698595,0.433962264151,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,11.37,8.21,6.95,8.11,9.31,1149,9405,393492,404046,75,2.75,104,75,231300,747,37.4,-79.186,406,-5.43,28.3,18.39,87,12,0.677,3.99,97.1,3.3,12.2,2612,1954,0.917978063901,0.0324272770625,0,0,0.00906056270863,0.0071530758226,0,0.00953743443014,0.00238435860753,0.00429184549356,0.0128755364807,0.706666666667,1,0.00423131170663,0.00705218617772,0.015514809591,0,0.482369534556,0.0409026798307,0.0705218617772,0,0.128349788434,0.00423131170663,0.241184767278,0,0.278846153846,0.201923076923,0.619047619048,0.139130434783,0.305797101449,0.475362318841,0.0594202898551,0,0,0.00579710144928,0.569023569024,0.348484848485,0.0319865319865,0.013468013468,0.030303030303,0,0.0619933237959,0.0929899856938,20.2,10,0.41831452092,0.508614105067,"False",0.439,0.545,"False",13.3606557377,0.351830361924,0,19,16,8,13,17,0,0,40,0,0,9.12
"820",50803,1,1,63.5124380056,51680000801,39092.2155689,"Lynchburg city",217,235,22,394,163,109,1152,12,1015,0.3907,11,417,77,330,835,0,0,0,0.6649348,16576,2033,3057.443,116,490,6,473,0,0,15,36,1503,"va",0.6649348,28,0,0.141493055556,0.342013888889,0.203993055556,0.188368055556,0.0946180555556,0.0104166666667,0.0190972222222,0.73930152484,0.232661091982,0,0.00295130349238,0,0.00737825873094,0.0177078209543,0.973154362416,0.236734693878,0.395209580838,0.499401197605,0.0922155688623,0.0131736526946,0,0,0,0,0,0,1,0,1,0,63.5124380056,38184,11.37,8.21,6.95,8.11,9.31,1149,9405,393492,404046,835,2.32,938,835,88300,728,37.394,-79.185,406,-5.43,28.3,18.39,87,12,0.677,3.99,97.1,3.3,12.2,2612,1954,0.181505164781,0.144121987211,0.0270536153468,0.0241023118544,0.114608952287,0.132316773242,0.0575504181013,0.0668962124939,0.0590260698475,0.054599114609,0.0678799803246,0.586826347305,1,0.0768472906404,0.0187192118227,0.00886699507389,0.0325123152709,0.385221674877,0.0600985221675,0.104433497537,0.015763546798,0.0866995073892,0.0187192118227,0.0965517241379,0.00492610837438,0.109808102345,0.394456289979,0.648648648649,0.01189296333,0.710604558969,0.0852329038652,0.161546085233,0,0,0.0247770069376,0.238716148445,0.581745235707,0.0882647943831,0.0531594784353,0.0220661985958,0.0160481444333,0.294146581407,0.152975897688,30.1,14,0.41831452092,0.508614105067,"False",0.439,0.545,"False",13.4288194445,0.398925355829,0,19,16,8,13,17,0,0,40,0,0,9.12
"821",50804,1,1,9.90932296375,51680000802,40375.7664234,"Lynchburg city",548,599,17,427,213,133,1944,7,1501,0.4006,8,602,116,644,1370,0,0,0,1.193765,18587,3059,2562.481,27,697,85,613,22,0,34,148,2157,"va",1.203403,80,0.009637883,0.109567901235,0.219650205761,0.308127572016,0.281893004115,0.0684156378601,0.00360082304527,0.00874485596708,0.705132396208,0.20039228506,0.00719189277542,0.0277868584505,0,0.0111147433802,0.0483818241255,0.949399114485,0.038737446198,0.470072992701,0.439416058394,0.0846715328467,0.00583941605839,0,0,0,8.23441770026,0.0032393994651,1,0,1,0,9.90932296375,0,38077,11.37,8.21,6.95,8.11,9.31,1149,9405,393492,404046,1370,2.23,1465,1370,118800,791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177182085649,0.18927754168,0.0091533180778,0.0447858777378,0.0931677018634,0.130761686826,0.0735534488395,0.0948022229487,0.00882641386074,0.0594965675057,0.0532853873815,0.508759124088,1,0.0219853431046,0.0233177881412,0.00599600266489,0.0319786808794,0.328447701532,0.0619586942039,0.141905396402,0.0686209193871,0.101932045303,0.0326449033977,0.159227181879,0,0.0648464163823,0.41843003413,0.784665579119,0.0271370420624,0.834464043419,0.00542740841248,0.109905020353,0,0.00067842605156,0.0223880597015,0.121338912134,0.615062761506,0.15690376569,0.0460251046025,0.00976290097629,0.0299860529986,0.324288983328,0.103301732592,30,18,0.41831452092,0.508614105067,"False",0.439,0.545,"False",13.8271604938,0.459343064656,0.000729927007299,19,16,8,13,17,0,0,40,0,0,9.12
"822",50805,0,0,0,51680001100,38251.9169329,"Lynchburg city",125,351,7,359,260,40,1159,17,602,0.4502,16,248,108,244,626,10,0,0,0.4708856,16023,1719,3650.568,123,397,11,1127,0,0,0,113,468,"va",0.4708856,63,0,0.224331320104,0.309749784297,0.30284728214,0.107851596204,0.0345125107852,0.0146678170837,0.0060396893874,0.272251308901,0.655613728912,0,0.00639906922629,0,0,0.065735892961,0.905263157895,0.309823677582,0.389776357827,0.396166134185,0.172523961661,0.0255591054313,0,0,0.0159744408946,0,0,0,0,0,0,0,0,30000,11.37,8.21,6.95,8.11,9.31,1149,9405,393492,404046,626,2.45,908,626,72100,744,37.406,-79.146,406,-5.43,28.3,18.39,87,12,0.677,3.99,97.1,3.3,12.2,2612,1954,0.0849331006399,0.140197789412,0.0575916230366,0.0477021524142,0.0843513670739,0.119255381035,0.108784176847,0.116346713205,0.0907504363002,0.0296684118674,0.0802792321117,0.634185303514,1,0.063122923588,0.00830564784053,0.0348837209302,0.0415282392027,0.237541528239,0.15780730897,0.0614617940199,0,0.0797342192691,0,0.212624584718,0.014950166113,0.310572687225,0.334801762115,0.470394736842,0.0548172757475,0.593023255814,0.00996677740864,0.244186046512,0.0249169435216,0,0.0730897009967,0.219683655536,0.379613356766,0.235500878735,0.121265377856,0,0.0193321616872,0.515384615385,0.132051282051,37.5,18,0.41831452092,0.508614105067,"False",0.439,0.545,"False",12.5332182916,0.491687707554,0,19,16,8,13,17,0,0,40,0,0,9.12
"823",50806,8,7,479.996957301,51680001700,70279.0322581,"Lynchburg city",783,1229,169,553,148,359,3285,44,2643,0.4006,0,1887,81,140,2108,0,0,0,2.607734,31157,4954,1899.734,28,1186,299,524,0,0,29,68,4034,"va",2.610467,74,0.002733217,0.0450532724505,0.168340943683,0.374124809741,0.238356164384,0.109284627093,0.0133942161339,0.0514459665145,0.814291481631,0.105773112636,0,0.0603552684699,0,0.00585385547033,0.0137262817925,0.972764078027,0.0236087689713,0.0664136622391,0.895161290323,0.0384250474383,0,0,0,0,57.9875430981,0.0305560290005,5,3,5,2,151.374567669,328.622389632,61120,11.37,8.21,6.95,8.11,9.31,1149,9405,393492,404046,2108,2.3,2275,2108,171000,1088,37.359,-79.23,406,-5.43,28.3,18.39,87,12,0.677,3.99,97.1,3.3,12.2,2612,1954,0.184497375858,0.144529672992,0.0387565603553,0.0569236980218,0.0728704077513,0.0987081146548,0.0987081146548,0.152603956399,0.0389584174405,0.0191764230925,0.0359305611627,0.562618595825,1,0.049943246311,0.0200529701097,0.00529701097238,0.0416193719258,0.377222852819,0.133181990163,0.053726825577,0.0204313280363,0.137722285282,0.0450245932652,0.0734014377601,0,0.0734065934066,0.601318681319,0.735380116959,0.00999615532488,0.900038446751,0,0.0480584390619,0,0,0.0219146482122,0.162718446602,0.478834951456,0.250097087379,0.0504854368932,0.024854368932,0.0174757281553,0.254364089776,0.0388611803824,36.5,19,0.41831452092,0.508614105067,"False",0.439,0.545,"False",14.7607305936,0.321875994718,0.00237191650854,19,16,8,13,17,0,0,40,0,0,9.12
"824",50807,8,4,1041.22639207,51680001800,61889.6341463,"Lynchburg city",316,536,23,280,205,128,1537,49,1034,0.4106,27,848,39,48,984,22,0,0,2.267451,28213,2102,927.0323,30,509,11,256,9,0,8,27,1791,"va",2.269136,5,0.001685336,0.133376707872,0.182173064411,0.34873129473,0.20559531555,0.0832791151594,0.031880286272,0.0149642160052,0.85204567079,0.121788772598,0.00428163653663,0.00523311132255,0,0.00380589914367,0.0128449096099,0.995187680462,0.0589390962672,0.0487804878049,0.861788617886,0.0396341463415,0.0274390243902,0,0,0.0223577235772,27.5932301995,0.0297872464329,2,6,2,2,62.6127920019,978.613600065,49762,11.37,8.21,6.95,8.11,9.31,1149,9405,393492,404046,984,2.11,1038,984,154300,873,37.379,-79.233,406,-5.43,28.3,18.39,87,12,0.677,3.99,97.1,3.3,12.2,2612,1954,0.128449096099,0.134633682207,0.0789724072312,0.0547098001903,0.101807802093,0.107516650809,0.107992388202,0.145575642245,0.0371075166508,0.0171265461465,0.0290199809705,0.517276422764,1,0.0299806576402,0.0386847195358,0,0.0522243713733,0.282398452611,0.0947775628627,0.111218568665,0.0106382978723,0.129593810445,0.0851063829787,0.0580270793037,0.00386847195358,0.0520231213873,0.508670520231,0.799242424242,0,0.878,0,0.122,0,0,0,0.175,0.505,0.2,0.071,0.009,0.022,0.30258126195,0.057361376673,44.7,17,0.41831452092,0.508614105067,"False",0.439,0.545,"False",13.9076122316,0.258960475321,0.0020325203252,19,16,8,13,17,0,0,40,0,0,9.12
"825",50808,4,4,120.884758462,51680000201,100183.951089,"Lynchburg city",1539,1152,156,675,308,658,4825,337,3080,0.4284,35,1414,109,1033,2617,10,0,16,9.576727,39117,6730,702.7453,88,1929,225,412,0,0,0,209,5884,"va",9.62758,192,0.05085313,0.0638341968912,0.139896373057,0.238756476684,0.31896373057,0.136373056995,0.0698445595855,0.0323316062176,0.874294205052,0.0612184249629,0,0.0334323922734,0,0,0.0310549777117,0.941320293399,0.0456194919647,0.394726786397,0.540313335881,0.041650745128,0.0133740924723,0.00611387084448,0,0.0038211692778,6.35510131051,0.00909126987742,3,1,3,1,61.184246275,59.7005121868,79243,11.37,8.21,6.95,8.11,9.31,1149,9405,393492,404046,2617,2.55,2674,2617,259400,847,37.421,-79.217,406,-5.43,28.3,18.39,87,12,0.677,3.99,97.1,3.3,12.2,2612,1954,0.0365527488856,0.0848439821694,0.0243684992571,0.0549777117385,0.125705794948,0.174442793462,0.0979197622585,0.154680534918,0.0867756315007,0.0377414561664,0.0641901931649,0.737103553687,0.869158878505,0.0431818181818,0.0448051948052,0.0168831168831,0.0733766233766,0.313311688312,0.166883116883,0.0977272727273,0.0168831168831,0.0824675324675,0.0272727272727,0.050974025974,0.0185064935065,0.0213163799551,0.768511593119,0.695377128954,0.033475549721,0.841483426321,0.0219888414834,0.0800787659993,0,0,0.0229734164752,0.132088285229,0.539558573854,0.196943972835,0.0991511035654,0.0088285229202,0.00713073005093,0.253778243304,0.0616489600479,45.2,18,0.41831452092,0.508614105067,"False",0.439,0.545,"False",15.2358549223,0.229779810964,0.00114635078334,19,16,8,13,17,0,0,40,0,0,9.12
